Sr.no,ID,Name of News,YouTube link,Duration,Publishing year,Media Organization,Auidio Quality,single speaker,Country,Repor Status,Correction,standard duration
77.0,STT_NW0077,"Radio Free Asia Ukay webcast, Thursday, June 19, 2014",https://youtu.be/BNm2mj0myuY?si=xh3mhS6iEascY_Gm,0:05:00,2014.0,RFA,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་ཚར་བ།,00:04:37
78.0,STT_NW0078,"Radio Free Asia Ukay Webcast Thursday, June 26, 2014",https://youtu.be/hZmDqEsD_1w?si=H4WN8XI-4pxi-dBV,0:05:00,2014.0,RFA,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་ཚར་བ།,00:04:38
79.0,STT_NW0079,"Radio Free Asia Ukay webcast, Thursday, June 12, 2014",https://youtu.be/yuvTXSU6CiM?si=z6GcAYdyomgOFEQu,0:06:00,2014.0,RFA,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་ཚར་བ།,00:06:15
80.0,STT_NW0080,"Radio Free Asia Ukay webcast, Thursday, January 23, 2014",https://youtu.be/vnPAIqANrxQ?si=ha5kF7K0xy5VvM_P,0:06:00,2014.0,RFA,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་ཚར་བ།,00:05:47
81.0,STT_NW0081,"Radio Free Asia Ukay Webcast Thursday, July 24, 2014",https://youtu.be/jMdjjQ1_DpQ?si=4QcwZlwz8b70gYRE,0:05:00,2014.0,RFA,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་ཚར་བ།,00:05:00
82.0,STT_NW0082,"Radio Free Asia Ukay webcast, Thursday, August 21, 2014",https://youtu.be/EAzFE2ioeb0?si=p9kSIZBrJKfbbVC1,0:06:00,2014.0,RFA,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་ཚར་བ།,00:06:50
83.0,STT_NW0083,"Radio Free Asia Ukay webcast, Thursday, June 5, 2014",https://youtu.be/mxxMs1pdeBA?si=Ud9_70VRREQ0pEq6,0:06:00,2014.0,RFA,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་ཚར་བ།,00:05:21
84.0,STT_NW0084,"Radio Free Asia Ukay Webcast Thursday, August 7, 2014",https://youtu.be/3CubTwfLguU?si=Zz7Szrbob7REfyt6,0:06:00,2014.0,RFA,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་ཚར་བ།,00:06:02
85.0,STT_NW0085,"Radio Free Asia Tibetan Webcast Thursday, June 10, 2010",https://youtu.be/qBlPZNUv_To?si=aEJ72mPQh8X3IjYl,0:06:00,,RFA,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་ཚར་བ།,00:06:34
86.0,STT_NW0086,Radio Free Asia Ukay Webcast 5th December 2013,https://youtu.be/rHud6FDtudk?si=shE25iyws8S0vcRP,0:06:00,,RFA,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་ཚར་བ།,00:05:30
87.0,STT_NW0087,RFA Special Report Lowell Thomas visit to Tibet 1949,https://youtu.be/X-ZZx9kMPCU?si=lZcfEeFJS0l-fWNk,0:14:00,2014.0,RFA,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་ཚར་བ།,00:14:46
88.0,STT_NW0088,"Radio Free Asia Tibetan Webcast Thursday, September 30, 2010.",https://youtu.be/R4bhejpZ5Ao?si=q5qmA8s44Nba6qmz,0:06:00,,RFA,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་ཚར་བ།,00:06:03
89.0,STT_NW0089,"Radio Free Asia Ukay Webcast Thursday, March 7, 2013",https://youtu.be/PH0Hcb3Q4Pk?si=qF85CygQM_DYHRq4,0:04:00,,RFA,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་ཚར་བ།,00:04:59
90.0,STT_NW0090,"Radio Free Asia Ukay Webcast Thursday, April 11, 2013",https://youtu.be/qt4gD9btpIg?si=Zvsm13dSv2nW0YGS,0:05:00,,RFA,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་ཚར་བ།,00:05:15
91.0,STT_NW0091,Why China Doesn’t Have an Opposition Leader Like Navalny,https://youtu.be/PK7qqsvOI1o?si=99X24V-c5Gjt1q66,0:20:00,,VOA  Tibetan,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་ཚར་བ།,00:20:50
92.0,STT_NW0092,"གསར་འགྱུར་ཕྱོགས་བསྡུས། ༢༠༢༤ ཟླ་ ༢ ཚེས་༢༧ Headline News: Feb 27, 2024",https://youtu.be/fE1Y3xv80N0?si=78tYJD5W2dC-ItZi,0:05:00,,VOA  Tibetan,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་ཚར་བ།,00:05:00
93.0,STT_NW0093,Tibetan Monks in Science Class,https://youtu.be/GgQ4NW9uxbM?si=5NWKNAj2Y1yCwP-s,0:05:00,,VOA  Tibetan,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་ཚར་བ།,00:04:46
94.0,STT_NW0094,Dalai Lama Teaching to Taiwaness,https://youtu.be/4FSkDrJsNwc?si=l_9PCGT93D-J0pHu,0:05:00,,VOA  Tibetan,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་ཚར་བ།,00:04:05
95.0,STT_NW0095,Tibetan Protest in Delhi 08/04/07,https://youtu.be/Uz1hirinkzQ?si=ppkr_MYJ7vbmevBR,0:06:00,,VOA  Tibetan,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་ཚར་བ།,00:06:46
96.0,STT_NW0096,FreedomOfPressInChina,https://youtu.be/-XF3GgJlF_Y?si=F7vpu1yWbTfgtp8K,0:05:00,,VOA  Tibetan,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་ཚར་བ།,00:03:52
97.0,STT_NW0097,Lhadon Tenthong in Toronto,https://youtu.be/PL-nHqyRaRk?si=T66tNyL_vxtsODFv,0:04:00,,VOA  Tibetan,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་ཚར་བ།,00:03:54
98.0,STT_NW0098,Analysis Xi Jinping in Lhasa 27Jul11.mp4,https://youtu.be/w7eQ74Q1V4Q?si=yFgXLTDjzcHRijq_,0:08:04,,VOA  Tibetan,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་ཚར་བ།,00:08:04
99.0,STT_NW0099,Tibetan Thankas in Norbu Lingka,https://youtu.be/i4Z4XImIQ90?si=FZnh2o36VcSfMBSM,0:03:30,,VOA  Tibetan,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་ཚར་བ།,00:03:35
100.0,STT_NW0100,World AIDS Day & Dhasa Awarness on Aids,https://youtu.be/anh5_egq42w?si=KP9Ea9LHy83RKsa0,0:07:14,,VOA  Tibetan,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་ཚར་བ།,00:07:15
101.0,STT_NW0101,49th Anniversary of Tibetan Uprising Day in Dharamsala,https://youtu.be/Xk4m9YK9goQ?si=NE-wTEJKuFNezBDt,0:05:11,,VOA  Tibetan,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་ཚར་བ།,00:05:10
102.0,STT_NW0102,Nancy Pelosi in Dhasa & Kalon Tripa Speech,https://youtu.be/15-ao6PHb2Q?si=DeMFEnxFY_QL5wFG,0:03:25,,VOA  Tibetan,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་ཚར་བ།,00:03:26
103.0,STT_NW0103,New Development in Tibetan Protest in Tibet,https://youtu.be/WAe92fRX7Kk?si=gpfFCnmv0JMro2KF,0:04:06,,VOA  Tibetan,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་ཚར་བ།,00:04:07
104.0,STT_NW0104,Up Rising by Tibetans in Tibet against Chinese Oppression,https://youtu.be/qDkmrQmB4A0?si=0zshlvEg8t4Rl381,0:06:48,,VOA  Tibetan,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་ཚར་བ།,00:06:48
105.0,STT_NW0105,US Congress & Tibet,https://youtu.be/A-gbGygYrjc?si=QpwK8fvJPzxtHzU8,0:06:14,,VOA  Tibetan,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་ཚར་བ།,00:06:15
106.0,STT_NW0106,2008 Beijing Olympic Human Rights Demand,https://youtu.be/mhnAn1Je8P4?si=_m-BOlEoQbc5hKSP,0:06:48,,VOA  Tibetan,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་ཚར་བ།,00:06:48
107.0,STT_NW0107,Tibet Protest-China's Respond to HH the 14 Dalai Lama,https://youtu.be/EmXcWpNlEig?si=xtpjmPQujh3xhnRJ,0:07:03,,VOA  Tibetan,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་ཚར་བ།,00:07:04
108.0,STT_NW0108,"Beijing Olympic Torch Protest-London, Paris, San Francisco",https://youtu.be/Cbin4vl2DYk?si=fysS2evu372I7fx7,0:05:00,,VOA  Tibetan,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་ཚར་བ།,00:04:59
109.0,STT_NW0109,Chonag Choepa & HH Dalai Lama Teaching,https://youtu.be/G8FoTA2B93Q?si=Qvhp7w-MqMLMNp83,0:04:04,,VOA  Tibetan,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་ཚར་བ།,00:04:04
110.0,STT_NW0110,Former Drapchi Prisoner Nuns in England to talk about Tibet,https://youtu.be/l90zUHuiU_8?si=8OSY9xAHQCJ22ci1,0:06:00,,VOA  Tibetan,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་ཚར་བ།,00:05:59
111.0,STT_NW0111,Beijing Olympic Torch San Francisco-Tibetan Protest,https://youtu.be/ezQwcd8uCW8?si=Yrw60CO_Xa8AMXDD,0:05:20,,VOA  Tibetan,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་ཚར་བ།,00:05:19
112.0,STT_NW0112,Tibetan Envoys Press Conference,https://youtu.be/iUGYyaH9lVg?si=WrGsR5qXnn_rPjrL,0:05:09,,VOA  Tibetan,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་ཚར་བ།,00:05:09
113.0,STT_NW0113,Karmapa Visits New York,https://youtu.be/W5iAcJAvmX8?si=eJ3lCe9-bzTqYqKW,0:06:43,,VOA  Tibetan,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་ཚར་བ།,00:07:18
114.0,STT_NW0114,Kunleng News 12-05-08 (1) ཀུན་གླེང་གསར་འགྱུར།,https://youtu.be/aUS-wgIJce8?si=Nnykw9NyxLm_KO9K,0:09:28,,VOA  Tibetan,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་ཚར་བ།,00:09:29
115.0,STT_NW0115,08_06_10 ཀུན་གླེང་གསར་འགྱུར། Kunleng News 1.mp4,https://youtu.be/23y6xQ4ZymE?si=r0Gskna67_Y6dwmY,0:09:43,,VOA  Tibetan,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་ཚར་བ།,00:09:43
116.0,STT_NW0116,08 21 09 Kunleng News,https://youtu.be/4F-_4VZkEMk?si=CUatuCE7e5N1nTMX,0:08:28,,VOA  Tibetan,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་ཚར་བ།,00:10:28
117.0,STT_NW0117,02_10_10 Kunleng News 1.mp4,https://youtu.be/B5AS87kwKsk?si=l8YtYSHOQDS22pKW,0:06:27,,VOA  Tibetan,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་ཚར་བ།,00:06:27
118.0,STT_NW0118,04_16_10 ཀུན་གླེང་གསར་འགྱུར། Kunleng News.mp4,https://youtu.be/qGwfJr_LX98?si=PiJ5mMgPnlDQgsDO,0:10:30,,VOA  Tibetan,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་ཚར་བ།,00:10:31
119.0,STT_NW0119,08_13_10 ཀུན་གླེང་གསར་འགྱུར། Kunleng News.mp4,https://youtu.be/XAF6Wlp6lPE?si=lPJuuu2QV5bPoKFt,0:10:30,,VOA  Tibetan,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་ཚར་བ།,00:10:04
120.0,STT_NW0120,06_18_10 ཀུན་གླེང་གསར་འགྱུར། Kunleng News 2.mp4,https://youtu.be/Jpnd00R4lvY?si=8NTLXY0VA1POQezW,0:04:15,,VOA  Tibetan,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་ཚར་བ།,00:04:15
121.0,STT_NW0121,04_30_10 ཀུན་གླེང་གསར་འགྱུར། Kunleng News 1.mp4,https://youtu.be/IhkLbF49NPg?si=V9-LXj6356HB6BDU,0:06:33,,VOA  Tibetan,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་ཚར་བ།,00:06:34
122.0,STT_NW0122,Analysis: Google and China,https://youtu.be/3VLneBLcrGg?si=A9mQi6OhMA17qHVO,0:08:17,,VOA  Tibetan,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་ཚར་བ།,00:08:17
123.0,STT_NW0123,06_25_10 ཀུན་གླེང་། Kunleng 2.mp4,https://youtu.be/eIleeBweGHQ?si=-jbWKuj5DETpimEY,0:09:57,,VOA  Tibetan,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་ཚར་བ།,00:09:57
124.0,STT_NW0124,03_05_10 ཀུན་གླེང་གསར་འགྱུར། Kunleng News 2.mp4,https://youtu.be/q6oVnf2Rakg?si=P2XNE1FrKUwv1GEJ,0:04:13,,VOA  Tibetan,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་ཚར་བ།,00:04:14
125.0,STT_NW0125,"Kunleng News Aug 16, 2019",https://youtu.be/nSIywUMcKSs?si=IGuppKGKIgT6qvFG,0:19:00,,VOA  Tibetan,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་ཚར་བ།,00:19:00
126.0,STT_NW0126,"Kunleng News Aug 23, 2019 ཀུན་གླེང་གསར་འགྱུར། ༢༠༡༩ཟླ་ ༨ ཚེས་༢༣",https://youtu.be/c3Z3KpQEFII?si=ztmrE_riXqiSmhpr,0:23:00,,VOA  Tibetan,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་ཚར་བ།,00:22:00
127.0,STT_NW0127,"Kunleng News Sep 27, 2019 ཀུན་གླེང་གསར་འགྱུར། ༢༠༡༩ཟླ་ ༩ ཚེས་༢༧",https://youtu.be/99Aboc-R3LI?si=riiKU_Wu1Q2X857i,0:15:45,,VOA  Tibetan,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་ཚར་བ།,00:15:48
128.0,STT_NW0128,Discussion on US Election (2 of 5),https://youtu.be/n6M6rkvVT6E?si=uX1_yqhBmBt8qFVl,0:09:22,,VOA  Tibetan,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་ཚར་བ།,00:09:22
129.0,STT_NW0129,11-28-08 Kunleng News ཀུན་གླེང་གསར་འགྱུར།,https://youtu.be/_v1woZaAsB0?si=yKSOPKEkVR-_eQYn,0:09:41,,VOA  Tibetan,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་ཚར་བ།,00:10:41
130.0,STT_NW0130,"Kunleng News Sep 8, 2017 ཀུན་གླེང་གསར་འགྱུར། ༢༠༡༧ཟླ་ ༩ ཚེས་༨",https://youtu.be/8jwHI9RFMqk?si=FNIfbsx0IshjAab5,0:17:41,,VOA  Tibetan,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་ཚར་བ།,00:17:42
131.0,STT_NW0131,02-04-11 ཀུན་གླེང་གསར་འགྱུར། Kunleng News,https://youtu.be/KiitHSehx-s?si=Z8vIAj_crdPsOWya,0:12:41,,VOA  Tibetan,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་ཚར་བ།,00:12:44
132.0,STT_NW0132,"Kunleng News Nov 15, 2019 ཀུན་གླེང་གསར་འགྱུར། ༢༠༡༩ཟླ་ ༡༡ ཚེས་༡༥",https://youtu.be/DcA7pRW_d6E?si=dx2ugYZEZlXDLGbl,0:20:37,,VOA  Tibetan,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་ཚར་བ།,00:20:37
133.0,STT_NW0133,02 13 09 ཀུན་གླེང་གསར་འགྱུར། Kunleng News,https://youtu.be/Drx30YDnYGY?si=e7P9z-pSMHVYvL0j,0:10:55,,VOA  Tibetan,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་ཚར་བ།,00:10:56
134.0,STT_NW0134,"Kunleng News December 3, 2021 ཀུན་གླེང་གསར་འགྱུར། ༢༠༢༡ ཟླ་༡༢ ཚེས་ ༣",https://youtu.be/166nIq6gwws?si=j9w-_hdVlmI4XYek,0:19:22,,VOA  Tibetan,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་ཚར་བ།,00:19:22
135.0,STT_NW0135,"Kunleng News Dec 11, 2020 ཀུན་གླེང་གསར་འགྱུར། ༢༠༢༠ ཟླ་ ༡༢ ཚེས་༡༡",https://youtu.be/XIfzBwa64_0?si=N-0JSh1TAXq5w1Vz,0:18:22,,VOA  Tibetan,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་ཚར་བ།,00:18:21
136.0,STT_NW0136,Analysis 08-19-09,https://youtu.be/Kd2btNSjkKw?si=34LrBo-u-tCJNLO0,0:09:12,,VOA  Tibetan,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་ཚར་བ།,00:09:13
137.0,STT_NW0137,07 3 09 ཀུན་གླེང་གསར་འགྱུར། Kunleng News 2,https://youtu.be/PKwN1aNM05A?si=uOp5-MTePLvqHIJw,0:07:02,,VOA  Tibetan,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་ཚར་བ།,00:07:02
138.0,STT_NW0138,"VOA Tibetan Headline News 24 Apr , 2014",https://youtu.be/vr2cHFs7q1c?si=UoS_mTapkHyDqNNZ,0:05:34,,VOA  Tibetan,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་ཚར་བ།,00:05:35
139.0,STT_NW0139,"གསར་འགྱུར་ཕྱོགས་བསྡུས། ༢༠༢༤ ཟླ་ ༢ ཚེས་༡༣ Headline News: Feb 13, 2024",https://youtu.be/ruzmLoFewNw?si=iPAr6PxQ_RJ2rovv,0:05:00,,VOA  Tibetan,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་ཚར་བ།,00:05:00
140.0,STT_NW0140,"Kunleng News Oct 24, 2014 ཀུན་གླེང་གསར་འགྱུར། ༢༠༡༤ ཟླ་ ༡༠ཚེས་༢༤",https://youtu.be/9qclqB5EYj8?si=miAmtoJuNLjr1DJs,0:15:43,,VOA  Tibetan,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་ཚར་བ།,00:15:42
141.0,STT_NW0141,"Analysis Aug 13, 2014 དཔྱད་ཞིབ། ༢༠༡༤ ཟླ་ ༨ ཚེས་༡༣",https://youtu.be/FEwqVctIfko?si=GD7ATIgBrjkD4YqV,0:11:54,,VOA  Tibetan,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་ཚར་བ།,00:11:55
142.0,STT_NW0142,"Analysis Dec 3, 2014 དཔྱད་ཞིབ། ༢༠༡༤ ཟླ་ ༡༢ ཚེས་༣ བོད་ཀྱི་རིག་གཞུང་དང་རྒྱ་ནག",https://youtu.be/MvkawOSInHU?si=6r2cKgq1TtKZP_qa,0:08:05,,VOA  Tibetan,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་ཚར་བ།,00:08:05
143.0,STT_NW0143,"Analysis Sep 10, 2014 དཔྱད་ཞིབ། ༢༠༡༤ ཟླ་ ༩ ཚེས་༡༠",https://youtu.be/82YH5YcYwRo?si=svjJzwkUAwWIDL4D,0:06:58,,VOA  Tibetan,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་ཚར་བ།,00:06:59
144.0,STT_NW0144,Baba Phuntsok Wangyal's new book & Interview with TYC President,https://youtu.be/bZuWHVUv1uM?si=9ZadPCNzlzyYSMs_,0:59:29,,VOA  Tibetan,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་ཚར་བ།,00:59:29
145.0,STT_NW0145,Special Interview with Tibetan Doctor Qusar Namgyal 04 03 2014,https://youtu.be/dgAbPxMnBQk?si=1wyv9G4PFowf73li,0:15:45,,VOA  Tibetan,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་ཚར་བ།,00:15:45
146.0,STT_NW0146,མ་བུ་གཉིས་ཀར་འཕྲད་བཞིན་པའི་དཀའ་ངལ་དང་གདོང་ལེན། The Crucial Role of Maternity Leave,https://youtu.be/H9qX0Clb97s?si=-mHITp9n8XGGojEf,0:06:15,,VOA  Tibetan,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་ཚར་བ།,00:06:16
147.0,STT_NW0147,Youth and Responsibility གཞོན་སྐྱེས་དང་འགན་འཁྲི།,https://youtu.be/E2GpjAzCoLc?si=SwyccoMNt_Gib6s5,0:33:26,,VOA  Tibetan,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་ཚར་བ།,00:33:27
148.0,STT_NW0148,ཨ་རིའི་དམངས་གཙོ་ཚོགས་པའི་རྒྱས་འཛོམས་ཚོགས་ཆེན།,https://youtu.be/CbJ7mlwmp-g?si=66s5DL5IuHYFYl6h,0:24:32,,VOA  Tibetan,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་ཚར་བ།,00:24:33
149.0,STT_NW0149,༢༠༡༦ལོའི་ཨ་རིའི་སྲིད་འཛིན་འོས་མིའི་བགྲོ་གླེང་མཐའ་མ།,https://youtu.be/NWGCpqOEaYM?si=sf9riDi1dW0n8n8g,0:15:31,,VOA  Tibetan,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་ཚར་བ།,00:15:31
150.0,STT_NW0150,"YouTube Live Nov 15, 2017 ཐད་གཏོང་། ༢༠༡༧ཟླ་ ༡༡ཚེས་༡༥",https://www.youtube.com/live/NimQewP8wfw?si=o9WWdL4dhkIo2v_1,0:59:28,,VOA  Tibetan,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་ཚར་བ།,00:59:28
151.0,STT_NW0151,ཨ་རི་དང་རྒྱ་ནག་གི་འབྲེལ་བ་དང་བོད་དོན།,https://youtu.be/1Y5gYjOhln0?si=oB8jIdin2DOQrJp_,0:36:32,,VOA  Tibetan,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་ཚར་བ།,00:36:32
152.0,STT_NW0152,རྒྱ་ནག་གི་སྲིད་འཛིན་ཟུར་པ་ཅང་ཙེ་མཱིན་རང་ལོ་༩༦ ཐོག་འདས་གྲོངས།,https://youtu.be/-54ya1z7buA?si=2QdVr81tvAmh0C2T,0:02:21,,VOA  Tibetan,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་ཚར་བ།,00:02:21
153.0,STT_NW0153,ཀུན་གླེང་གསར་འགྱུར། ༢༠༡༦ཟླ་ ༡༠ ཚེས་༧,https://youtu.be/LbdFfSToFEU?si=xp0nyx4aNrsfsr6B,0:17:23,,VOA  Tibetan,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་མ་ཚར་བ།,00:17:24
154.0,STT_NW0154,ཀུན་གླེང་གསར་འགྱུར། ༢༠༡༦ཟླ་ ༡༢ ཚེས་༢,https://youtu.be/rNgNiC-Dir8?si=PFg0LDHwCR70lMd_,0:17:42,,VOA  Tibetan,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་ཚར་བ།,00:17:43
