file_name,total_audio_segment_length
STT_TT00001,00:57:18.600
STT_TT00002,02:04:52.900
STT_TT00003,00:49:54.700
STT_TT00004,01:48:54.700
STT_TT00005,01:11:44.650
STT_TT00006,01:40:54.500
STT_TT00007,01:07:28.250
STT_TT00008,01:21:03.150
STT_TT00009,01:03:29.300
STT_TT00010,01:49:13.900
STT_TT00011,01:12:48.550
STT_TT00012,01:51:35.100
STT_TT00013,01:15:28.200
STT_TT00014,01:42:10.200
STT_TT00015,01:05:36.850
STT_TT00016,01:38:22.050
STT_TT00017,01:14:33.050
STT_TT00018,01:42:16.850
STT_TT00019,01:17:40.600
STT_TT00020,00:56:57.700
STT_TT00021,01:48:15.400
STT_TT00022,01:47:42.350
STT_TT00023,01:24:46.300
STT_TT00024,02:02:43.950
STT_TT00025,01:23:16.400
STT_TT00026,01:05:46.000
STT_TT00027,00:36:19.959
STT_TT00028,00:48:02.350
STT_TT00029,01:04:09.450
STT_TT00030,00:58:56.350
STT_TT00031,00:52:16.600
STT_TT00032,01:11:06.950
STT_TT00033,00:45:45.650
STT_TT00034,01:06:15.000
STT_TT00035,02:23:42.750
STT_TT00036,01:20:52.700
STT_TT00037,00:56:52.800
STT_TT00038,01:13:55.700
STT_TT00039,01:17:23.350
STT_TT00040,01:46:34.666
STT_TT00041,01:09:55.400
STT_TT00042,01:52:08.650
STT_TT00043,00:58:38.700
STT_TT00044,01:26:42.100
STT_TT00045,01:05:54.750
STT_TT00046,01:25:48.250
STT_TT00047,01:06:06.850
STT_TT00048,01:27:33.100
STT_TT00049,00:09:19.200
STT_TT00050,00:06:42.650
STT_TT00051,00:44:28.900
STT_TT00052,01:22:33.650
STT_TT00053,00:58:14.400
STT_TT00054,01:30:01.350
STT_TT00055,01:13:19.767
STT_TT00056,01:24:30.600
STT_TT00057,01:11:51.600
STT_TT00058,01:03:56.350
STT_TT00059,02:06:33.750
STT_TT00060,00:31:10.350
STT_TT00061,01:21:47.100
STT_TT00062,01:20:41.800
STT_TT00063,01:36:40.700
STT_TT00064,01:19:51.250
STT_TT00065,01:34:31.550
STT_TT00066,01:17:42.750
STT_TT00067,01:14:51.550
STT_TT00068,01:20:25.350
STT_TT00069,01:24:27.500
STT_TT00070,01:14:02.850
STT_TT00071,01:04:30.450
STT_TT00072,01:26:47.650
STT_TT00073,01:22:49.600
STT_TT00074,01:29:03.753
STT_TT00075,01:21:26.500
STT_TT00076,01:10:45.950
STT_TT00077,00:32:08.900
STT_TT00078,00:54:53.700
STT_TT00079,01:08:04.100
STT_TT00080,01:42:33.350
STT_TT00081,01:36:18.700
STT_TT00082,00:29:06.450
STT_TT00083,00:41:50.200
STT_TT00084,00:36:59.600
STT_TT00085,00:47:42.550
STT_TT00086,00:49:17.000
STT_TT00087,00:44:38.150
STT_TT00088,00:44:07.350
STT_TT00089,00:40:04.450
STT_TT00090,00:42:27.800
STT_TT00092,00:41:30.750
STT_TT00093,00:41:23.450
STT_TT00094,00:44:47.400
STT_TT00095,00:38:39.750
STT_TT00096,00:36:01.150
STT_TT00098,01:04:09.550
STT_TT00100,02:04:39.267
STT_TT00101,02:04:39.275
STT_TT00103,02:08:50.250
STT_TT00104,01:47:58.350
STT_TT00105,01:29:10.800
STT_TT00106,01:58:49.200
STT_TT00107,00:54:33.300
STT_TT00108,01:51:30.950
STT_TT00109,00:32:10.100
STT_TT00119,00:35:26.250
STT_TT00120,00:07:57.450
STT_TT00121,00:11:16.900
STT_TT00122,00:15:29.850
STT_TT00123,00:24:02.750
STT_TT00124,00:21:13.200
STT_TT00125,00:18:08.000
STT_TT00126,00:21:31.750
STT_TT00127,00:17:41.200
STT_TT00128,00:23:11.500
STT_TT00129,00:22:12.300
STT_TT00130,00:17:27.200
STT_TT00131,00:17:35.600
STT_TT00132,00:18:38.050
STT_TT00133,00:21:09.900
STT_TT00134,00:19:37.450
STT_TT00136,00:14:11.400
STT_TT00137,00:20:12.050
STT_TT00138,00:18:52.000
STT_TT00139,00:21:06.725
STT_TT00140,00:20:14.400
STT_TT00141,00:18:43.550
STT_TT00142,00:23:53.950
STT_TT00143,00:20:27.850
STT_TT00144,00:20:44.000
STT_TT00145,00:12:54.000
STT_TT00146,00:19:42.050
STT_TT00147,00:18:28.950
STT_TT00148,00:13:49.500
STT_TT00149,00:13:54.450
STT_TT00150,00:14:05.300
STT_TT00151,00:09:05.950
STT_TT00152,00:19:47.300
STT_TT00153,00:16:56.850
STT_TT00154,00:16:03.525
STT_TT00155,00:20:56.700
STT_TT00156,00:18:00.250
STT_TT00157,00:17:57.550
STT_TT00158,00:15:29.000
STT_TT00159,00:16:30.150
STT_TT00160,00:16:41.100
STT_TT00161,00:12:48.800
STT_TT00162,00:15:56.050
STT_TT00163,00:16:04.450
STT_TT00164,00:20:51.750
STT_TT00165,00:24:06.850
STT_TT00166,00:23:29.950
STT_TT00167,00:24:49.950
STT_TT00168,00:24:42.200
STT_TT00169,00:18:12.800
STT_TT00170,00:12:43.750
STT_TT00171,00:13:09.650
STT_TT00172,00:15:32.700
STT_TT00173,00:15:24.000
STT_TT00174,00:12:13.150
STT_TT00175,00:19:05.000
STT_TT00176,00:12:34.700
STT_TT00177,00:13:01.300
STT_TT00178,00:13:14.600
STT_TT00179,00:11:44.250
STT_TT00180,00:14:45.100
STT_TT00181,00:15:14.800
STT_TT00182,00:22:21.500
STT_TT00183,00:12:13.550
STT_TT00184,00:13:43.000
STT_TT00185,00:13:42.050
STT_TT00186,00:14:07.350
STT_TT00187,00:13:56.550
STT_TT00188,00:21:20.950
STT_TT00189,00:13:27.050
STT_TT00190,00:13:39.750
STT_TT00191,00:14:47.750
STT_TT00192,00:23:53.500
STT_TT00193,00:13:23.350
STT_TT00194,00:17:56.000
STT_TT00195,00:19:16.450
STT_TT00196,00:13:04.500
STT_TT00197,00:15:00.250
STT_TT00198,00:19:56.700
STT_TT00199,00:18:25.350
STT_TT00200,00:23:24.850
STT_TT00202,00:15:12.000
STT_TT00203,00:22:11.000
STT_TT00204,00:16:02.800
STT_TT00205,00:14:20.950
STT_TT00206,00:19:33.550
STT_TT00207,00:12:04.350
STT_TT00208,00:24:18.550
STT_TT00209,00:19:44.100
STT_TT00210,00:25:31.800
STT_TT00211,00:23:25.600
STT_TT00212,00:18:50.450
STT_TT00213,00:14:09.600
STT_TT00214,00:14:20.450
STT_TT00215,00:14:55.500
STT_TT00216,00:15:26.850
STT_TT00217,00:16:08.250
STT_TT00218,00:16:43.850
STT_TT00219,00:22:04.450
STT_TT00220,00:24:04.500
STT_TT00221,00:22:52.450
STT_TT00222,00:14:32.800
STT_TT00223,00:15:17.050
STT_TT00224,00:13:37.350
STT_TT00225,00:14:11.500
STT_TT00226,00:12:09.300
STT_TT00227,00:12:31.350
STT_TT00228,00:18:13.350
STT_TT00229,00:22:02.300
STT_TT00230,00:13:29.400
STT_TT00231,00:13:40.800
STT_TT00232,00:13:39.650
STT_TT00233,00:14:01.350
STT_TT00234,00:13:04.500
STT_TT00235,00:13:28.300
STT_TT00236,00:19:26.500
STT_TT00237,00:22:14.100
STT_TT00238,00:19:45.750
STT_TT00239,00:17:51.400
STT_TT00240,00:17:12.950
STT_TT00241,00:19:08.800
STT_TT00242,00:17:57.800
STT_TT00243,00:11:50.600
STT_TT00244,00:12:27.400
STT_TT00245,00:11:25.900
STT_TT00246,00:11:48.250
STT_TT00247,00:11:35.300
STT_TT00248,00:11:28.800
STT_TT00249,00:14:51.300
STT_TT00250,00:17:17.300
STT_TT00251,00:11:48.000
STT_TT00252,00:10:41.850
STT_TT00254,00:12:23.100
STT_TT00255,00:12:22.100
STT_TT00256,00:13:03.000
STT_TT00257,00:12:14.450
STT_TT00258,00:13:06.300
STT_TT00259,00:17:26.050
STT_TT00260,00:17:22.400
STT_TT00261,00:17:11.850
STT_TT00262,00:13:06.100
STT_TT00263,00:14:23.350
STT_TT00264,00:14:50.950
STT_TT00265,00:15:03.750
STT_TT00266,00:11:54.450
STT_TT00267,00:11:52.650
STT_TT00268,00:11:00.600
STT_TT00269,00:08:53.600
STT_TT00270,00:11:58.850
STT_TT00271,00:12:26.650
STT_TT00272,00:14:54.850
STT_TT00273,00:14:20.900
STT_TT00274,00:12:19.650
STT_TT00275,00:11:56.350
STT_TT00276,00:12:24.650
STT_TT00277,00:13:02.450
STT_TT00278,00:11:45.900
STT_TT00279,00:13:12.000
STT_TT00280,00:13:17.050
STT_TT00281,00:14:14.100
STT_TT00282,00:10:16.150
STT_TT00283,00:12:36.850
STT_TT00284,00:19:42.000
STT_TT00285,00:19:42.450
STT_TT00286,00:21:40.850
STT_TT00287,00:19:05.700
STT_TT00288,00:14:35.850
STT_TT00289,00:15:58.850
STT_TT00290,00:14:27.300
STT_TT00291,00:14:50.950
STT_TT00292,00:10:23.000
STT_TT00293,00:10:30.050
STT_TT00294,00:10:27.950
STT_TT00295,00:10:45.900
STT_TT00296,00:09:51.350
STT_TT00297,00:11:38.950
STT_TT00299,00:18:07.050
STT_TT00300,00:18:50.650
STT_TT00301,00:17:30.600
STT_TT00302,00:15:20.350
STT_TT00303,00:10:11.450
STT_TT00304,00:19:10.250
STT_TT00305,00:14:25.550
STT_TT00306,00:14:51.300
STT_TT00307,00:13:40.950
STT_TT00308,00:14:55.500
STT_TT00309,00:13:28.200
STT_TT00310,00:12:55.850
STT_TT00311,00:19:09.400
STT_TT00312,00:17:46.100
STT_TT00313,00:16:25.800
STT_TT00314,00:20:27.400
STT_TT00315,00:20:54.150
STT_TT00316,00:22:20.750
STT_TT00318,00:10:01.950
STT_TT00319,00:10:10.600
STT_TT00320,00:12:08.850
STT_TT00321,00:17:15.250
STT_TT00325,00:13:41.550
STT_TT00326,00:12:18.750
STT_TT00330,00:12:31.400
STT_TT00331,00:13:40.150
STT_TT00334,00:10:31.750
STT_TT00336,00:10:50.150
STT_TT00337,00:10:20.500
STT_TT00341,00:14:02.150
STT_TT00348,00:12:05.900
STT_TT00352,00:10:44.500
STT_TT00353,00:10:54.550
STT_TT00358,00:09:25.300
STT_TT00364,00:11:31.100
STT_TT00376,00:10:24.900
STT_TT00377,00:10:43.300
STT_TT00378,00:10:23.550
STT_TT00379,00:09:51.350
STT_TT00380,00:11:03.000
STT_TT00381,00:11:27.800
STT_TT00382,00:08:57.400
STT_TT00383,00:11:02.700
STT_TT00384,00:11:23.800
STT_TT00385,00:10:49.500
STT_TT00386,00:11:10.400
STT_TT00387,00:11:24.050
STT_TT00388,00:07:11.000
STT_TT00389,00:07:14.850
STT_TT00390,00:10:03.050
STT_TT00391,00:12:11.150
STT_TT00392,00:10:23.450
STT_TT00393,00:11:18.850
STT_TT00394,00:11:03.300
STT_TT00395,00:08:52.300
STT_TT00396,00:07:13.750
STT_TT00397,00:09:01.300
STT_TT00398,00:08:05.550
STT_TT00399,00:08:10.100
STT_TT00400,00:09:42.050
STT_TT00401,00:09:41.700
STT_TT00402,00:10:21.600
STT_TT00403,00:10:04.750
STT_TT00404,00:08:48.800
STT_TT00405,00:09:36.950
STT_TT00406,00:06:40.800
STT_TT00407,00:06:40.200
STT_TT00408,00:09:59.050
STT_TT00409,00:09:21.600
STT_TT00410,00:08:52.900
STT_TT00411,00:08:05.950
STT_TT00412,00:08:49.400
STT_TT00413,00:10:12.800
STT_TT00414,00:06:41.650
STT_TT00415,00:07:25.450
STT_TT00416,00:12:27.350
STT_TT00417,00:11:39.550
STT_TT00418,00:10:01.150
STT_TT00419,00:10:24.400
STT_TT00420,00:10:32.450
STT_TT00421,00:09:38.450
STT_TT00422,00:08:55.300
STT_TT00423,00:09:34.250
STT_TT00424,00:10:29.200
STT_TT00425,00:11:21.150
STT_TT00426,00:12:22.050
STT_TT00427,00:10:32.250
STT_TT00428,00:06:27.500
STT_TT00429,00:07:48.000
STT_TT00430,00:06:22.350
STT_TT00431,00:07:07.250
STT_TT00432,00:06:54.300
STT_TT00433,00:08:04.250
STT_TT00434,00:08:22.450
STT_TT00435,00:09:04.400
STT_TT00436,00:10:33.850
STT_TT00437,00:09:57.300
STT_TT00438,00:07:50.350
STT_TT00439,00:08:26.400
STT_TT00440,00:04:19.300
STT_TT00441,00:05:48.600
STT_TT00442,00:06:11.300
STT_TT00443,00:17:13.800
STT_TT00444,00:11:40.100
STT_TT00445,00:11:08.350
STT_TT00446,00:09:40.900
STT_TT00447,00:06:12.800
STT_TT00448,00:14:15.700
